3 00000000000000000000000001000000, 0.000000, 0.000000, 350.77, -105, 10
3 00000000000000000000000001000000, 0.000000, 0.000000, 314.88, -108, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 303.00, -102, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 291.29, -108, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 279.56, -108, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 267.49, -110, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 255.16, -113, 0
3 00000000000000000000000001000000, 0.000000, 0.000000, 243.93, -104, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, 232.20, -107, 10
3 00000000000000000000000001000000, 0.000000, 0.000000, 218.74, -109, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 205.48, -113, 3
3 00000000000000000000000001000000, 0.000000, 0.000000, 193.26, -110, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 181.52, -113, 4
3 00000000000000000000000001000000, 0.000000, 0.000000, 170.41, -113, 3
3 00000000000000000000000001000000, 0.000000, 0.000000, 158.29, -109, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 146.77, -109, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 134.59, -119, 254
3 00000000000000000000000001000000, 0.000000, 0.000000, 109.05, -108, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 96.14, -109, 9
3 00000000000000000000000001000000, 0.000000, 0.000000, 83.88, -109, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 71.44, -108, 8
3 00000000000000000000000001000000, 0.000000, 0.000000, 58.88, -108, 7
3 00000000000000000000000001000000, 0.000000, 0.000000, 46.69, -112, 5
3 00000000000000000000000001000000, 0.000000, 0.000000, 34.30, -101, 13
3 00000000000000000000000001000000, 0.000000, 0.000000, 21.25, -94, 14
3 00000000000000000000000001000000, 0.000000, 0.000000, 8.53, -101, 11
3 00000000000000000000000001000000, 0.000000, 0.000000, -2.97, -111, 6
3 00000000000000000000000000000000, 55.720284, -4.799893, -25.55, -130, 244
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.16, -128, 246
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.05, -135, 239
4 00000000000000100000000000000000, 55.719654, -4.799602, -37.83, -132, 241
4 00000000000000100000000000000000, 55.719654, -4.799602, -37.67, -133, 239
4 00000000000000100000000000000000, 55.719654, -4.799602, -37.67, -128, 245
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.15, -133, 240
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.14, -129, 244
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.33, -128, 245
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.21, -126, 246
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.39, -125, 247
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.43, -124, 250
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.46, -133, 239
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.53, -130, 244
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.50, -127, 245
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.77, -126, 248
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.78, -119, 252
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.69, -121, 251
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.63, -123, 250
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.56, -120, 253
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.64, -122, 250
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.68, -120, 253
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.67, -120, 252
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.67, -121, 251
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.81, -118, 254
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.68, -122, 251
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.92, -127, 247
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.92, -123, 251
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.94, -121, 252
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.87, -120, 251
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.97, -118, 253
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.97, -130, 243
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.98, -127, 245
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.85, -109, 6
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.65, -108, 7
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.90, -113, 2
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.98, -113, 2
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.09, -113, 2
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.96, -109, 7
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.15, -111, 5
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.02, -110, 6
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.21, -110, 5
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.16, -111, 6
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.07, -108, 7
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.14, -109, 6
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.03, -105, 9
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.04, -113, 2
4 00000000000000100000000000000000, 55.719654, -4.799602, -38.97, -107, 7
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.08, -113, 3
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.20, -110, 6
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.15, -112, 2
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.19, -110, 7
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.16, -107, 8
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.40, -106, 10
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.22, -104, 11
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.34, -104, 10
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.56, -105, 10
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.58, -101, 12
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.45, -94, 13
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.74, -96, 13
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.47, -92, 12
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.60, -97, 12
4 00000000000000100000000000000000, 55.719654, -4.799602, -39.40, -94, 12
4 00000000000000100000000000000000, 55.719654, -4.799605, -39.46, -88, 13
